init_date,valid_date,lead_time_days,region_id,region_name,zone,forecast_source,precip_forecast_mm,temp_forecast_degc,mslp_forecast_hpa,pressure_tendency_24h,rh_850_pct,wind_shear_850_200_ms,cape_j_kg,ensemble_spread,observation_source,verification_status,actual_precip_mm,actual_temp_degc,actual_mslp_hpa,rain_error_mm,abs_rain_error_mm,temp_error_degc,abs_temp_error_degc,mslp_error_hpa,abs_mslp_error_hpa,climatological_z_error,contingency_category,is_bust,bust_category,bust_trigger
2019-07-01 00:00,2019-07-05,4,IND-WB-ODI,East Coast (Bengal & Odisha),East,NOAA_GEFS_v12_2019070100,37.2,26.9,994.2,-1.3,71.0,15.2,970.0,1.44,ERA5_REANALYSIS_0.25DEG,VERIFIED,33.8,26.0,995.7,3.4,3.4,0.9,0.9,-1.5,1.5,0.18,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-06,5,IND-WB-ODI,East Coast (Bengal & Odisha),East,NOAA_GEFS_v12_2019070100,34.9,27.1,997.1,-1.5,72.5,16.0,1025.0,1.6,ERA5_REANALYSIS_0.25DEG,VERIFIED,36.7,26.1,995.4,-1.8,1.8,1.0,1.0,1.7,1.7,0.1,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-07,6,IND-WB-ODI,East Coast (Bengal & Odisha),East,NOAA_GEFS_v12_2019070100,0.0,27.1,997.1,-1.7,74.0,16.8,1080.0,1.76,ERA5_REANALYSIS_0.25DEG,VERIFIED,3.0,26.9,998.2,-3.0,3.0,0.2,0.2,-1.1,1.1,0.16,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-08,7,IND-WB-ODI,East Coast (Bengal & Odisha),East,NOAA_GEFS_v12_2019070100,0.0,26.7,1000.3,-1.9,75.5,17.6,1135.0,1.92,ERA5_REANALYSIS_0.25DEG,VERIFIED,5.3,27.5,999.6,-5.3,5.3,-0.8,0.8,0.7,0.7,0.29,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-09,8,IND-WB-ODI,East Coast (Bengal & Odisha),East,NOAA_GEFS_v12_2019070100,5.9,26.9,1002.9,-2.1,77.0,18.4,1190.0,2.08,ERA5_REANALYSIS_0.25DEG,VERIFIED,10.6,27.3,1000.5,-4.7,4.7,-0.4,0.4,2.4,2.4,0.25,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-10,9,IND-WB-ODI,East Coast (Bengal & Odisha),East,NOAA_GEFS_v12_2019070100,2.7,25.6,1001.0,-2.3,78.5,19.2,1245.0,2.24,ERA5_REANALYSIS_0.25DEG,VERIFIED,6.6,27.0,1000.9,-3.9,3.9,-1.4,1.4,0.1,0.1,0.21,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-11,10,IND-WB-ODI,East Coast (Bengal & Odisha),East,NOAA_GEFS_v12_2019070100,3.6,27.0,1002.5,-2.5,80.0,20.0,1300.0,2.4,ERA5_REANALYSIS_0.25DEG,VERIFIED,3.8,27.4,1002.9,-0.2,0.2,-0.4,0.4,-0.4,0.4,0.01,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-02,1,IND-CEN-MP,Central India (MP & Chhattisgarh),Central,NOAA_GEFS_v12_2019070100,51.9,26.9,998.7,-0.7,66.5,12.8,805.0,0.96,ERA5_REANALYSIS_0.25DEG,VERIFIED,51.3,26.8,997.8,0.6,0.6,0.1,0.1,0.9,0.9,0.04,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-03,2,IND-CEN-MP,Central India (MP & Chhattisgarh),Central,NOAA_GEFS_v12_2019070100,135.5,25.4,999.3,-0.9,68.0,13.6,860.0,1.12,ERA5_REANALYSIS_0.25DEG,VERIFIED,138.9,24.9,997.4,-3.4,3.4,0.5,0.5,1.9,1.9,0.23,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-04,3,IND-CEN-MP,Central India (MP & Chhattisgarh),Central,NOAA_GEFS_v12_2019070100,57.5,26.8,997.2,-1.1,69.5,14.4,915.0,1.28,ERA5_REANALYSIS_0.25DEG,VERIFIED,52.8,25.8,997.0,4.7,4.7,1.0,1.0,0.2,0.2,0.31,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-05,4,IND-CEN-MP,Central India (MP & Chhattisgarh),Central,NOAA_GEFS_v12_2019070100,33.3,25.3,994.7,-1.3,71.0,15.2,970.0,1.44,ERA5_REANALYSIS_0.25DEG,VERIFIED,23.7,25.5,995.9,9.6,9.6,-0.2,0.2,-1.2,1.2,0.64,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-06,5,IND-CEN-MP,Central India (MP & Chhattisgarh),Central,NOAA_GEFS_v12_2019070100,19.5,27.3,1000.8,-3.8,72.5,16.0,2800.0,2.64,ERA5_REANALYSIS_0.25DEG,VERIFIED,79.8,24.5,996.6,-60.3,60.3,2.8,2.8,4.2,4.2,4.02,HIT,1,CONFIRMED_BUST,Extreme Rain Error (60.3 mm >= 35.0 mm); Climatological Anomaly Exceeded (Z=4.02 >= 2.5)
2019-07-01 00:00,2019-07-07,6,IND-CEN-MP,Central India (MP & Chhattisgarh),Central,NOAA_GEFS_v12_2019070100,20.9,28.0,1000.0,-1.7,74.0,16.8,1080.0,1.76,ERA5_REANALYSIS_0.25DEG,VERIFIED,27.6,25.4,998.2,-6.7,6.7,2.6,2.6,1.8,1.8,0.45,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-08,7,IND-CEN-MP,Central India (MP & Chhattisgarh),Central,NOAA_GEFS_v12_2019070100,26.1,28.0,1003.7,-3.8,75.5,17.6,3040.0,3.48,ERA5_REANALYSIS_0.25DEG,VERIFIED,86.2,25.2,999.5,-60.1,60.1,2.8,2.8,4.2,4.2,4.01,HIT,1,CONFIRMED_BUST,Extreme Rain Error (60.1 mm >= 35.0 mm); Climatological Anomaly Exceeded (Z=4.01 >= 2.5)
2019-07-01 00:00,2019-07-09,8,IND-CEN-MP,Central India (MP & Chhattisgarh),Central,NOAA_GEFS_v12_2019070100,10.3,30.3,998.9,-2.1,77.0,18.4,1190.0,2.08,ERA5_REANALYSIS_0.25DEG,VERIFIED,3.3,27.4,999.5,7.0,7.0,2.9,2.9,-0.6,0.6,0.47,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-10,9,IND-CEN-MP,Central India (MP & Chhattisgarh),Central,NOAA_GEFS_v12_2019070100,16.2,26.3,1000.1,-2.3,78.5,19.2,1245.0,2.24,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.2,27.4,999.7,16.0,16.0,-1.1,1.1,0.4,0.4,1.07,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-11,10,IND-CEN-MP,Central India (MP & Chhattisgarh),Central,NOAA_GEFS_v12_2019070100,0.0,28.0,1001.4,-2.5,80.0,20.0,1300.0,2.4,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.2,28.1,1001.5,-0.2,0.2,-0.1,0.1,-0.1,0.1,0.01,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-02,1,IND-MAH-DESH,Maharashtra Interior & Vidarbha,West-Central,NOAA_GEFS_v12_2019070100,8.5,25.3,1002.6,-0.7,66.5,12.8,805.0,0.96,ERA5_REANALYSIS_0.25DEG,VERIFIED,9.5,25.3,1002.8,-1.0,1.0,0.0,0.0,-0.2,0.2,0.09,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-03,2,IND-MAH-DESH,Maharashtra Interior & Vidarbha,West-Central,NOAA_GEFS_v12_2019070100,0.7,26.1,1003.9,-0.9,68.0,13.6,860.0,1.12,ERA5_REANALYSIS_0.25DEG,VERIFIED,5.1,25.1,1003.3,-4.4,4.4,1.0,1.0,0.6,0.6,0.38,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-04,3,IND-MAH-DESH,Maharashtra Interior & Vidarbha,West-Central,NOAA_GEFS_v12_2019070100,8.7,26.2,1002.3,-1.1,69.5,14.4,915.0,1.28,ERA5_REANALYSIS_0.25DEG,VERIFIED,2.6,27.0,1002.3,6.1,6.1,-0.8,0.8,0.0,0.0,0.53,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-05,4,IND-MAH-DESH,Maharashtra Interior & Vidarbha,West-Central,NOAA_GEFS_v12_2019070100,15.1,26.5,999.1,-1.3,71.0,15.2,970.0,1.44,ERA5_REANALYSIS_0.25DEG,VERIFIED,7.7,26.4,1001.2,7.4,7.4,0.1,0.1,-2.1,2.1,0.64,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-06,5,IND-MAH-DESH,Maharashtra Interior & Vidarbha,West-Central,NOAA_GEFS_v12_2019070100,1.2,26.4,1003.1,-1.5,72.5,16.0,1025.0,1.6,ERA5_REANALYSIS_0.25DEG,VERIFIED,2.7,25.7,1001.4,-1.5,1.5,0.7,0.7,1.7,1.7,0.13,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-07,6,IND-MAH-DESH,Maharashtra Interior & Vidarbha,West-Central,NOAA_GEFS_v12_2019070100,7.2,26.0,1003.8,-1.7,74.0,16.8,1080.0,1.76,ERA5_REANALYSIS_0.25DEG,VERIFIED,6.1,25.9,1002.7,1.1,1.1,0.1,0.1,1.1,1.1,0.1,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-08,7,IND-MAH-DESH,Maharashtra Interior & Vidarbha,West-Central,NOAA_GEFS_v12_2019070100,6.4,25.9,1001.3,-1.9,75.5,17.6,1135.0,1.92,ERA5_REANALYSIS_0.25DEG,VERIFIED,3.2,26.3,1003.7,3.2,3.2,-0.4,0.4,-2.4,2.4,0.28,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-09,8,IND-MAH-DESH,Maharashtra Interior & Vidarbha,West-Central,NOAA_GEFS_v12_2019070100,0.0,27.6,1003.9,-2.1,77.0,18.4,1190.0,2.08,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.3,26.9,1003.2,-0.3,0.3,0.7,0.7,0.7,0.7,0.03,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-10,9,IND-MAH-DESH,Maharashtra Interior & Vidarbha,West-Central,NOAA_GEFS_v12_2019070100,8.9,25.1,1004.0,-2.3,78.5,19.2,1245.0,2.24,ERA5_REANALYSIS_0.25DEG,VERIFIED,16.2,26.1,1003.4,-7.3,7.3,-1.0,1.0,0.6,0.6,0.63,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-11,10,IND-MAH-DESH,Maharashtra Interior & Vidarbha,West-Central,NOAA_GEFS_v12_2019070100,2.9,23.8,1006.1,-2.5,80.0,20.0,1300.0,2.4,ERA5_REANALYSIS_0.25DEG,VERIFIED,2.0,25.4,1006.1,0.9,0.9,-1.6,1.6,0.0,0.0,0.08,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-02,1,IND-KON-GOA,Konkan & Goa Coastal Strip,West Coast,NOAA_GEFS_v12_2019070100,20.5,24.8,1005.0,-0.7,66.5,12.8,805.0,0.96,ERA5_REANALYSIS_0.25DEG,VERIFIED,20.1,25.6,1005.3,0.4,0.4,-0.8,0.8,-0.3,0.3,0.02,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-03,2,IND-KON-GOA,Konkan & Goa Coastal Strip,West Coast,NOAA_GEFS_v12_2019070100,23.9,24.2,1005.7,-0.9,68.0,13.6,860.0,1.12,ERA5_REANALYSIS_0.25DEG,VERIFIED,31.9,25.3,1006.0,-8.0,8.0,-1.1,1.1,-0.3,0.3,0.31,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-04,3,IND-KON-GOA,Konkan & Goa Coastal Strip,West Coast,NOAA_GEFS_v12_2019070100,34.1,24.0,1006.9,-1.1,69.5,14.4,915.0,1.28,ERA5_REANALYSIS_0.25DEG,VERIFIED,31.5,25.6,1005.7,2.6,2.6,-1.6,1.6,1.2,1.2,0.1,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-05,4,IND-KON-GOA,Konkan & Goa Coastal Strip,West Coast,NOAA_GEFS_v12_2019070100,24.9,25.4,1003.8,-1.3,71.0,15.2,970.0,1.44,ERA5_REANALYSIS_0.25DEG,VERIFIED,26.9,25.6,1004.6,-2.0,2.0,-0.2,0.2,-0.8,0.8,0.08,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-06,5,IND-KON-GOA,Konkan & Goa Coastal Strip,West Coast,NOAA_GEFS_v12_2019070100,38.8,25.4,1005.5,-1.5,72.5,16.0,1025.0,1.6,ERA5_REANALYSIS_0.25DEG,VERIFIED,33.8,25.6,1004.8,5.0,5.0,-0.2,0.2,0.7,0.7,0.19,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-07,6,IND-KON-GOA,Konkan & Goa Coastal Strip,West Coast,NOAA_GEFS_v12_2019070100,26.8,25.5,1008.0,-1.7,74.0,16.8,1080.0,1.76,ERA5_REANALYSIS_0.25DEG,VERIFIED,26.8,25.6,1006.0,0.0,0.0,-0.1,0.1,2.0,2.0,0.0,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-08,7,IND-KON-GOA,Konkan & Goa Coastal Strip,West Coast,NOAA_GEFS_v12_2019070100,36.9,24.2,1008.8,-1.9,75.5,17.6,1135.0,1.92,ERA5_REANALYSIS_0.25DEG,VERIFIED,34.5,25.5,1006.7,2.4,2.4,-1.3,1.3,2.1,2.1,0.09,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-09,8,IND-KON-GOA,Konkan & Goa Coastal Strip,West Coast,NOAA_GEFS_v12_2019070100,36.5,26.4,1005.8,-2.1,77.0,18.4,1190.0,2.08,ERA5_REANALYSIS_0.25DEG,VERIFIED,34.0,25.4,1006.4,2.5,2.5,1.0,1.0,-0.6,0.6,0.1,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-10,9,IND-KON-GOA,Konkan & Goa Coastal Strip,West Coast,NOAA_GEFS_v12_2019070100,18.1,24.4,1008.2,-2.3,78.5,19.2,1245.0,2.24,ERA5_REANALYSIS_0.25DEG,VERIFIED,31.4,25.0,1006.8,-13.3,13.3,-0.6,0.6,1.4,1.4,0.51,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-11,10,IND-KON-GOA,Konkan & Goa Coastal Strip,West Coast,NOAA_GEFS_v12_2019070100,13.3,27.1,1013.1,-3.8,80.0,20.0,3400.0,4.74,ERA5_REANALYSIS_0.25DEG,VERIFIED,53.4,24.3,1008.9,-40.1,40.1,2.8,2.8,4.2,4.2,1.54,NOMINAL_ACCORD,1,CONFIRMED_BUST,Extreme Rain Error (40.1 mm >= 35.0 mm)
2019-07-01 00:00,2019-07-02,1,IND-TEL-AP,Telangana & Coastal Andhra,South-East,NOAA_GEFS_v12_2019070100,2.1,30.0,1002.4,-0.7,66.5,12.8,805.0,0.96,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.7,29.7,1001.5,1.4,1.4,0.3,0.3,0.9,0.9,0.13,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-03,2,IND-TEL-AP,Telangana & Coastal Andhra,South-East,NOAA_GEFS_v12_2019070100,0.5,29.3,1003.6,-0.9,68.0,13.6,860.0,1.12,ERA5_REANALYSIS_0.25DEG,VERIFIED,2.0,29.5,1002.9,-1.5,1.5,-0.2,0.2,0.7,0.7,0.14,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-04,3,IND-TEL-AP,Telangana & Coastal Andhra,South-East,NOAA_GEFS_v12_2019070100,1.9,33.7,1004.1,-1.1,69.5,14.4,915.0,1.28,ERA5_REANALYSIS_0.25DEG,VERIFIED,1.1,32.2,1001.7,0.8,0.8,1.5,1.5,2.4,2.4,0.07,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-05,4,IND-TEL-AP,Telangana & Coastal Andhra,South-East,NOAA_GEFS_v12_2019070100,6.0,31.0,1001.5,-1.3,71.0,15.2,970.0,1.44,ERA5_REANALYSIS_0.25DEG,VERIFIED,3.4,29.6,1001.3,2.6,2.6,1.4,1.4,0.2,0.2,0.24,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-06,5,IND-TEL-AP,Telangana & Coastal Andhra,South-East,NOAA_GEFS_v12_2019070100,0.0,29.1,1001.4,-1.5,72.5,16.0,1025.0,1.6,ERA5_REANALYSIS_0.25DEG,VERIFIED,1.1,29.6,1001.8,-1.1,1.1,-0.5,0.5,-0.4,0.4,0.1,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-07,6,IND-TEL-AP,Telangana & Coastal Andhra,South-East,NOAA_GEFS_v12_2019070100,2.6,31.6,1002.9,-1.7,74.0,16.8,1080.0,1.76,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.0,31.8,1002.9,2.6,2.6,-0.2,0.2,0.0,0.0,0.24,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-08,7,IND-TEL-AP,Telangana & Coastal Andhra,South-East,NOAA_GEFS_v12_2019070100,5.8,32.8,1001.8,-1.9,75.5,17.6,1135.0,1.92,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.0,33.1,1003.4,5.8,5.8,-0.3,0.3,-1.6,1.6,0.53,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-09,8,IND-TEL-AP,Telangana & Coastal Andhra,South-East,NOAA_GEFS_v12_2019070100,0.0,32.3,1004.0,-2.1,77.0,18.4,1190.0,2.08,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.0,33.1,1003.5,0.0,0.0,-0.8,0.8,0.5,0.5,0.0,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-10,9,IND-TEL-AP,Telangana & Coastal Andhra,South-East,NOAA_GEFS_v12_2019070100,11.5,34.3,1002.0,-2.3,78.5,19.2,1245.0,2.24,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.0,33.4,1003.4,11.5,11.5,0.9,0.9,-1.4,1.4,1.05,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-11,10,IND-TEL-AP,Telangana & Coastal Andhra,South-East,NOAA_GEFS_v12_2019070100,0.0,31.9,1005.9,-2.5,80.0,20.0,1300.0,2.4,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.4,32.4,1005.6,-0.4,0.4,-0.5,0.5,0.3,0.3,0.04,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-02,1,IND-KAR,Karnataka Interior,South,NOAA_GEFS_v12_2019070100,8.4,24.9,1007.1,-0.7,66.5,12.8,805.0,0.96,ERA5_REANALYSIS_0.25DEG,VERIFIED,2.4,24.8,1006.7,6.0,6.0,0.1,0.1,0.4,0.4,0.57,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-03,2,IND-KAR,Karnataka Interior,South,NOAA_GEFS_v12_2019070100,3.6,24.7,1009.1,-0.9,68.0,13.6,860.0,1.12,ERA5_REANALYSIS_0.25DEG,VERIFIED,3.3,24.5,1007.7,0.3,0.3,0.2,0.2,1.4,1.4,0.03,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-04,3,IND-KAR,Karnataka Interior,South,NOAA_GEFS_v12_2019070100,0.0,25.1,1008.7,-1.1,69.5,14.4,915.0,1.28,ERA5_REANALYSIS_0.25DEG,VERIFIED,3.0,24.9,1007.1,-3.0,3.0,0.2,0.2,1.6,1.6,0.29,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-05,4,IND-KAR,Karnataka Interior,South,NOAA_GEFS_v12_2019070100,1.8,23.7,1006.4,-1.3,71.0,15.2,970.0,1.44,ERA5_REANALYSIS_0.25DEG,VERIFIED,4.1,24.3,1006.4,-2.3,2.3,-0.6,0.6,0.0,0.0,0.22,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-06,5,IND-KAR,Karnataka Interior,South,NOAA_GEFS_v12_2019070100,11.6,22.7,1006.4,-1.5,72.5,16.0,1025.0,1.6,ERA5_REANALYSIS_0.25DEG,VERIFIED,5.6,24.1,1006.8,6.0,6.0,-1.4,1.4,-0.4,0.4,0.57,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-07,6,IND-KAR,Karnataka Interior,South,NOAA_GEFS_v12_2019070100,0.0,24.4,1009.9,-1.7,74.0,16.8,1080.0,1.76,ERA5_REANALYSIS_0.25DEG,VERIFIED,4.0,24.1,1008.2,-4.0,4.0,0.3,0.3,1.7,1.7,0.38,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-08,7,IND-KAR,Karnataka Interior,South,NOAA_GEFS_v12_2019070100,0.0,25.2,1009.9,-1.9,75.5,17.6,1135.0,1.92,ERA5_REANALYSIS_0.25DEG,VERIFIED,3.3,24.5,1008.9,-3.3,3.3,0.7,0.7,1.0,1.0,0.31,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-09,8,IND-KAR,Karnataka Interior,South,NOAA_GEFS_v12_2019070100,24.9,24.6,1007.9,-2.1,77.0,18.4,1190.0,2.08,ERA5_REANALYSIS_0.25DEG,VERIFIED,11.2,23.8,1008.7,13.7,13.7,0.8,0.8,-0.8,0.8,1.3,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-10,9,IND-KAR,Karnataka Interior,South,NOAA_GEFS_v12_2019070100,0.6,26.8,1008.6,-2.3,78.5,19.2,1245.0,2.24,ERA5_REANALYSIS_0.25DEG,VERIFIED,4.8,23.5,1009.0,-4.2,4.2,3.3,3.3,-0.4,0.4,0.4,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-11,10,IND-KAR,Karnataka Interior,South,NOAA_GEFS_v12_2019070100,1.5,22.2,1009.9,-2.5,80.0,20.0,1300.0,2.4,ERA5_REANALYSIS_0.25DEG,VERIFIED,1.0,23.4,1010.6,0.5,0.5,-1.2,1.2,-0.7,0.7,0.05,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-02,1,IND-KER,Kerala Coast & High Ranges,South Coast,NOAA_GEFS_v12_2019070100,25.6,25.4,1009.4,-0.7,66.5,12.8,805.0,0.96,ERA5_REANALYSIS_0.25DEG,VERIFIED,22.3,25.3,1008.4,3.3,3.3,0.1,0.1,1.0,1.0,0.15,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-03,2,IND-KER,Kerala Coast & High Ranges,South Coast,NOAA_GEFS_v12_2019070100,15.7,25.7,1010.0,-0.9,68.0,13.6,860.0,1.12,ERA5_REANALYSIS_0.25DEG,VERIFIED,15.9,25.9,1009.1,-0.2,0.2,-0.2,0.2,0.9,0.9,0.01,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-04,3,IND-KER,Kerala Coast & High Ranges,South Coast,NOAA_GEFS_v12_2019070100,23.0,26.8,1009.7,-1.1,69.5,14.4,915.0,1.28,ERA5_REANALYSIS_0.25DEG,VERIFIED,17.6,25.6,1009.1,5.4,5.4,1.2,1.2,0.6,0.6,0.25,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-05,4,IND-KER,Kerala Coast & High Ranges,South Coast,NOAA_GEFS_v12_2019070100,21.9,25.4,1010.9,-1.3,71.0,15.2,970.0,1.44,ERA5_REANALYSIS_0.25DEG,VERIFIED,25.6,25.1,1008.5,-3.7,3.7,0.3,0.3,2.4,2.4,0.17,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-06,5,IND-KER,Kerala Coast & High Ranges,South Coast,NOAA_GEFS_v12_2019070100,19.6,24.8,1008.1,-1.5,72.5,16.0,1025.0,1.6,ERA5_REANALYSIS_0.25DEG,VERIFIED,21.4,25.2,1008.7,-1.8,1.8,-0.4,0.4,-0.6,0.6,0.08,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-07,6,IND-KER,Kerala Coast & High Ranges,South Coast,NOAA_GEFS_v12_2019070100,7.9,26.0,1009.7,-1.7,74.0,16.8,1080.0,1.76,ERA5_REANALYSIS_0.25DEG,VERIFIED,11.6,26.1,1009.6,-3.7,3.7,-0.1,0.1,0.1,0.1,0.17,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-08,7,IND-KER,Kerala Coast & High Ranges,South Coast,NOAA_GEFS_v12_2019070100,2.6,25.6,1009.6,-1.9,75.5,17.6,1135.0,1.92,ERA5_REANALYSIS_0.25DEG,VERIFIED,7.7,26.5,1010.0,-5.1,5.1,-0.9,0.9,-0.4,0.4,0.23,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-09,8,IND-KER,Kerala Coast & High Ranges,South Coast,NOAA_GEFS_v12_2019070100,10.7,24.8,1009.6,-2.1,77.0,18.4,1190.0,2.08,ERA5_REANALYSIS_0.25DEG,VERIFIED,24.7,25.0,1009.9,-14.0,14.0,-0.2,0.2,-0.3,0.3,0.64,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-10,9,IND-KER,Kerala Coast & High Ranges,South Coast,NOAA_GEFS_v12_2019070100,16.4,24.9,1008.4,-2.3,78.5,19.2,1245.0,2.24,ERA5_REANALYSIS_0.25DEG,VERIFIED,18.3,24.9,1010.0,-1.9,1.9,0.0,0.0,-1.6,1.6,0.09,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-11,10,IND-KER,Kerala Coast & High Ranges,South Coast,NOAA_GEFS_v12_2019070100,3.7,25.7,1011.7,-2.5,80.0,20.0,1300.0,2.4,ERA5_REANALYSIS_0.25DEG,VERIFIED,1.6,26.6,1009.9,2.1,2.1,-0.9,0.9,1.8,1.8,0.1,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
